ProjectName,Street,City,State,Zipcode,full_address,CertLevel,CertDate,LEEDSystemVersionDisplayName,GrossFloorArea,ProjectTypes,OwnerOrganization
40 Fulton Street,40 Fulton Street,New York,NY,10038,"40 Fulton Street, New York, NY 10038",,0000-00-00 00:00:00,LEED-EB O&M,249167.0,"Commercial Office, Retail, Financial & Comm.", 
150 East 58th Street,150 East 58th Street,New York,NY,10155,"150 East 58th Street, New York, NY 10155",Certified,2010-06-15 00:00:00,LEED-EB O&M,470479.0,"Commercial Office, Retail, Financial & Comm.",Vornado
595 Madison Ave,595 Madison Ave,New York,NY,10022,"595 Madison Ave, New York, NY 10022",Gold,2024-02-07 00:00:00,LEED-EB O&M,333984.0,"Commercial Office, Retail, Financial & Comm.", 
689 Fifth Avenue,689 Fifth Avenue,New York,NY,10022,"689 Fifth Avenue, New York, NY 10022",Gold,2023-04-24 00:00:00,LEED-EB O&M,94766.0,"Commercial Office, Retail, Financial & Comm.", 
90 Park Avenue,90 Park Avenue,New York,NY,10016,"90 Park Avenue, New York, NY 10016",,,LEED-EB O&M,745167.0,"Commercial Office, Retail, Financial & Comm.", 
1740 Broadway,1740 Broadway,New York,NY,10019,"1740 Broadway, New York, NY 10019",Silver,2011-04-08 00:00:00,LEED-EB O&M,452634.0,"Commercial Office, Retail, Financial & Comm.",Vornado Realty Trust
866 UN Plaza,866 UN Plaza,New York,NY,10017,"866 UN Plaza, New York, NY 10017",,,LEED-EB O&M,306849.0,"Commercial Office, Retail, Financial & Comm.",Vornado Realty Trust
770 Broadway,770 Broadway,New York,NY,10003,"770 Broadway, New York, NY 10003",Silver,2010-01-05 00:00:00,LEED-EB O&M,1137698.0,"Commercial Office, Retail",Vornado
888 Seventh Avenue,888 Seventh Avenue,New York,NY,10106,"888 Seventh Avenue, New York, NY 10106",,,LEED-EB O&M,735099.0,"Commercial Office, Retail, Financial & Comm.", 
909 Third Avenue,909 Third Avenue,New York,NY,10022,"909 Third Avenue, New York, NY 10022",Silver,2011-04-20 00:00:00,LEED-EB O&M,1136179.0,"Commercial Office, Retail, Financial & Comm.", 
11 Penn Plaza,11 Penn Plaza,New York,NY,10001,"11 Penn Plaza, New York, NY 10001",Silver,2011-04-07 00:00:00,LEED-EB O&M,1291450.0,"Commercial Office, Retail, Financial & Comm.",Vornado
640 Fifth Avenue,640 Fifth Avenue,New York,NY,10019,"640 Fifth Avenue, New York, NY 10019",Certified,2010-03-05 00:00:00,LEED-EB O&M,312686.0,"Commercial Office, Retail, Financial & Comm.",Vornado Realty Trust
16 W 21st street,16 w 21st st,new york,NY,10010,"16 w 21st st, new york, NY 10010",,,LEED-NC 2.2,60000.0,Multi-Unit Residence, 
Randolph Houses,204-246 West 114th Street,New York,NY,10026,"204-246 West 114th Street, New York, NY 10026",,,LEED-NC 2.2,170000.0,"Multi-Unit Residence, Community Dev.", 
153 East 53rd Street,153 East 53rd Street,New York,NY,10022,"153 East 53rd Street, New York, NY 10022",,,LEED-EB 2.0,1561277.0,"Commercial Office, Retail, Financial & Comm.", 
381 Park Avenue,381 Park Avenue,New York,NY,10022,"381 Park Avenue, New York, NY 10022",,,LEED-EB O&M,1697564.0,"Commercial Office, Retail, Financial & Comm.", 
599 Lexington Avenue,599 Lexington Avenue,New York,NY,10022,"599 Lexington Avenue, New York, NY 10022",,,LEED-EB O&M,1100000.0,"Commercial Office, Retail, Financial & Comm.", 
Times Square Tower,7 Times Square,New York,NY,10036,"7 Times Square, New York, NY 10036",,,LEED-EB O&M,1246364.0,"Commercial Office, Retail, Financial & Comm.", 
Time Warner Center,10 Columbus Circle,New York,NY,10019,"10 Columbus Circle, New York, NY 10019",,,LEED-EB 2.0,2800000.0,"Commercial Office, Retail, Financial & Comm.", 
116 West 71st,116 West 71st Street,New York,NY,10023,"116 West 71st Street, New York, NY 10023",,,LEED-NC 2.2,8065.0,Single-Family Home,Individual
145 Perry Street,145 Perry Street,New York,NY,10014,"145 Perry Street, New York, NY 10014",,,LEED-NC 2.2,60000.0,Hotel/Resort, 
West 42nd Street Hotel & Residence,West 42nd Street,New York,NY,10018,"West 42nd Street, New York, NY 10018",Gold,2012-07-19 00:00:00,LEED-NC 2.2,1159000.0,"Retail, Multi-Unit Residence, Hotel/Resort",Related Properties
Arup New York Office Renovation - 2nd Fl,155 Avenue of the Americas,New York,NY,10013,"155 Avenue of the Americas, New York, NY 10013",,,LEED-CI 2.0,6305.0,Commercial Office,Arup
60 Wall Street,60 Wall Street,New York,NY,10005,"60 Wall Street, New York, NY 10005",,,LEED-EB 2.0,1700000.0,"Commercial Office, Retail, Financial & Comm.", 
WSP Flack+Kurtz Corporate Headquarters,512 7th Avenue,New York,NY,10018,"512 7th Avenue, New York, NY 10018",Gold,2009-10-09 00:00:00,LEED-CI 2.0,51000.0,Commercial Office,WSP Flack + Kurtz
350 Park Avenue,350 Park Avenue,New York,NY,10022,"350 Park Avenue, New York, NY 10022",Gold,2023-04-17 00:00:00,LEED-EB O&M,570778.0,"Commercial Office, Retail, Financial & Comm.", 
1290 Avenue of the Americas,1290 Avenue of the Americas,New York,NY,10104,"1290 Avenue of the Americas, New York, NY 10104",Silver,2011-04-07 00:00:00,LEED-EB O&M,2001966.0,"Commercial Office, Retail, Financial & Comm.",Vornado Realty Trust
EATON 7th Floor,830 3rd Avenue,New York,NY,10022,"830 3rd Avenue, New York, NY 10022",Gold,2008-12-12 00:00:00,LEED-CI 2.0,13000.0,Commercial Office, 
City of NY-Manhattan Distr.6/8/8A Garage,543 East 73rd Street,New York,NY,10018,"543 East 73rd Street, New York, NY 10018",,,LEED-NC 2.2,437900.0,"Public Order/Safety, Other",Department of Sanitation
NYC- East River Waterfront,New York City Economic Development Corpo,New york,NY,10038,"New York City Economic Development Corpo, New york, NY 10038",,,LEED-CS 2.0,29100.0,"Recreation, Interpretive Center, Restaurant, Park (eg. greenway), Community Dev., Other", 
Lincoln Center Third Theater,150 West 65th Street,New York,NY,10023,"150 West 65th Street, New York, NY 10023",Gold,2014-10-27 00:00:00,LEED-NC 2.2,23000.0,"Commercial Office, Assembly", 
AECOM NYC 27th Street Office Renovation,31 West 27th Street,New York,NY,10001,"31 West 27th Street, New York, NY 10001",Gold,2009-09-28 00:00:00,LEED-CI 2.0,8490.0,Commercial Office,EDAW
Barnard College Nexus,3009 Broadway,New York,NY,10027,"3009 Broadway, New York, NY 10027",Gold,2010-12-20 00:00:00,LEED-NC 2.2,82443.0,"Higher Education, Library, Assembly",Barnard College
Fortune Society New Development Project,625 West 140th Street,New York,NY,10031,"625 West 140th Street, New York, NY 10031",Gold,2013-01-08 00:00:00,LEED-NC 2.2,94458.0,"Special Needs, Multi-Unit Residence, Community Dev.",The Fortune Society
21 East 67th St.,21 East 67th St.,New York,NY,10065,"21 East 67th St., New York, NY 10065",,,LEED-NC 2.2,9000.0,"Commercial Office, Retail",Jonathan Woodner Co.
Village Care NY,214-218 West Houston,New York,NY,10014,"214-218 West Houston, New York, NY 10014",,,LEED-NC 2.2,67588.0,Health Care,Village Care of New York
124 West 23rd Street,124 West 23rd Street,New York,NY,10011,"124 West 23rd Street, New York, NY 10011",Gold,2015-07-02 00:00:00,LEED-NC 2.2,53000.0,"Multi-Unit Residence, Retail", 
Green Depot 222 Bowery,222 Bowery,New York,NY,10002,"222 Bowery, New York, NY 10002",Platinum,2010-02-23 00:00:00,LEED-CI 2.0,9452.0,"Retail, Community Dev.",Green Depot
NYU - 22 Washington Sq N - NYU Law,22 Washington Square North,New York,NY,10003,"22 Washington Square North, New York, NY 10003",Silver,2011-07-20 00:00:00,LEED-NC 2.2,15430.0,Campus (corp/school), 
Linda Gross Theater,336 West 20th Street,New York,NY,10011,"336 West 20th Street, New York, NY 10011",,,LEED-NC 2.2,12505.0,Assembly, 
Ogilvy & Mather Headquarter Relocation,636 11th Avenue,New York,NY,10036,"636 11th Avenue, New York, NY 10036",Gold,2010-06-01 00:00:00,LEED-CI 2.0,390861.0,Commercial Office, 
OMRDD 364 W. 119th Street,364 W. 119th St.,New York,NY,10026,"364 W. 119th St., New York, NY 10026",,,LEED-NC 2.2,10150.0,"Multi-Unit Residence, Special Needs", 
Zion Lutheran Church Project,217 E. 119th St.,New York,NY,10035-4127,"217 E. 119th St., New York, NY 10035-4127",,,LEED-NC 2.2,30000.0,"Multi-Unit Residence, Daycare, Park (eg. greenway), Community Dev.", 
"City National Bank, 400 Park Avenue, 7th",400 Park Avenue,New York,NY,10022,"400 Park Avenue, New York, NY 10022",,,LEED-CI 2.0,15000.0,Commercial Office,City National Bank
Battery Park City 23 & 24,200 North End Avenue,New York,NY,10013,"200 North End Avenue, New York, NY 10013",Gold,2012-05-24 00:00:00,LEED-NC 2.2,613801.0,"Multi-Unit Residence, Community Dev.", 
224 W. 57th,224 W. 57th St.,New York,NY,10019,"224 W. 57th St., New York, NY 10019",Gold,2010-12-02 00:00:00,LEED-CS 2.0,150479.0,"Commercial Office, Retail", 
Redeemer Presbyterian Church,150 West 83rd Street,New York,NY,10024,"150 West 83rd Street, New York, NY 10024",Certified,2013-04-08 00:00:00,LEED-NC 2.2,42900.0,Community Dev., 
Nations Academy,625 West 57th Street,New York,NY,10019,"625 West 57th Street, New York, NY 10019",,,LEED for Schools,213000.0,K-12 Education, 
New Space for Women's Health,225-235 West 30th Street,New York,NY,10001,"225-235 West 30th Street, New York, NY 10001",,,LEED-CI 2.0,7280.0,Health Care,Friends of the Birth Center
Glad Tidings Tribeca,177 Franklin Street,New York,NY,10013,"177 Franklin Street, New York, NY 10013",,,LEED-NC 2.2,18000.0,Other, 
51 Astor Place,51 Astor Place,New York,NY,10003,"51 Astor Place, New York, NY 10003",Gold,2014-04-02 00:00:00,LEED-CS 2.0,342000.0,"Commercial Office, Retail, Higher Education", 
45 Broad,45 Broad Street,New York,NY,10004,"45 Broad Street, New York, NY 10004",,,LEED-NC 2.2,264199.0,Multi-Unit Residence, 
AT Kearney at 7 Times Square,36th floor                   7 Times Square,New York,NY,10036,"36th floor                   7 Times Square, New York, NY 10036",Gold,2010-01-08 00:00:00,LEED-CI 2.0,22000.0,Commercial Office,AT Kearney
1211 Avenue of the Americas,1211 Avenue of the Americas,New York,NY,10036,"1211 Avenue of the Americas, New York, NY 10036",,,LEED-EB O&M,1900000.0,Commercial Office, 
AWA New York,137 Varick Street,New york,NY,10013,"137 Varick Street, New york, NY 10013",,,LEED-CI 2.0,1200.0,Commercial Office, 
14 East 60th Street,14 East 60th Street,New York,NY,10022,"14 East 60th Street, New York, NY 10022",,,LEED-EB O&M,121885.0,"Commercial Office, Financial & Comm.", 
Callison New York,148 Lafayette Street,New York,NY,10013,"148 Lafayette Street, New York, NY 10013",Gold,2010-05-27 00:00:00,LEED-CI 2.0,20000.0,Commercial Office,Callison
32 Old Slip,32 Old Slip,New York,NY,10005,"32 Old Slip, New York, NY 10005",,,LEED-EB O&M,1667167.0,Commercial Office, 
Time Equities Inc. New York,55 Fifth Ave,New York,NY,10003,"55 Fifth Ave, New York, NY 10003",,,LEED-EB 2.0,150000.0,"Commercial Office, Higher Education", 
New Mother Clara Hale Bus Depot,721 Lennox Avenue,New York,NY,10039,"721 Lennox Avenue, New York, NY 10039",Gold,2015-05-13 00:00:00,LEED-NC 2.2,386700.0,"Transportation, Industrial",Metropolitan Transportation Authority
Citi LIC-1 33rd Floor,One Court Square,New York,NY,11101,"One Court Square, New York, NY 11101",Silver,2009-07-27 00:00:00,LEED-CI 2.0,23500.0,Commercial Office, 
Citi LIC-1 38th Floor,One Court Square,New York,NY,11101,"One Court Square, New York, NY 11101",Silver,2009-07-17 00:00:00,LEED-CI 2.0,23500.0,Commercial Office, 
Cooper-Hewitt National Design Museum,2 East 91st Street,New York,NY,10128,"2 East 91st Street, New York, NY 10128",Silver,2015-10-13 00:00:00,LEED-NC 2.2,108708.0,"Commercial Office, Other", 
New York Marriott Downtown Cogen,85 West Street @ Albany Steet,New York,NY,10006,"85 West Street @ Albany Steet, New York, NY 10006",,,LEED-EB O&M,332000.0,"Hotel/Resort, Restaurant, Assembly", 
Natural Resources Defense Council 8th FL,40 West 20th Street,New York,NY,10011,"40 West 20th Street, New York, NY 10011",Platinum,2011-01-31 00:00:00,LEED-CI 2.0,9000.0,Commercial Office, 
New 42nd Street Studios,229 West 42nd Street,New York,NY,10036,"229 West 42nd Street, New York, NY 10036",,,LEED-EB 2.0,84000.0,"Commercial Office, Other", 
142 West 57th St,142 West 57th St,New York,NY,10019,"142 West 57th St, New York, NY 10019",,,LEED-EB 2.0,245500.0,Commercial Office, 
600 Third Avenue,600 Third Avenue,New York,NY,10016,"600 Third Avenue, New York, NY 10016",,,LEED-EB 2.0,554200.0,Commercial Office, 
195 Broadway,195 Broadway,New York,NY,10048,"195 Broadway, New York, NY 10048",,,LEED-EB 2.0,977969.0,Commercial Office, 
150 Fifth Avenue,150 Fifth Avenue,New York,NY,10011,"150 Fifth Avenue, New York, NY 10011",,,LEED-EB 2.0,207905.0,Commercial Office, 
Sheraton NY Hotel & Tower HVAC Renov.,811 7th Avenue,New York,NY,10019,"811 7th Avenue, New York, NY 10019",,,LEED-EB O&M,1172021.0,"Retail, Hotel/Resort, Assembly", 
Unger Medical Offices,710 Park Avenue,New York,NY,10021,"710 Park Avenue, New York, NY 10021",Certified,2010-04-14 00:00:00,LEED-CI 2.0,1300.0,"Commercial Office, Health Care", 
125 Maiden Lane Condominium,125 Maiden Lane,New York,NY,10038,"125 Maiden Lane, New York, NY 10038",Certified,2011-07-26 00:00:00,LEED-EB O&M,316008.0,Commercial Office, 
441 East 74th Street,441 East 74th Street,New York,NY,10021,"441 East 74th Street, New York, NY 10021",,,LEED-NC 2.2,140000.0,"Multi-Unit Residence, Community Dev.", 
Whole Foods Market @ 97th Street,808 Columbus Avenue & 97th Street,New York,NY,10025,"808 Columbus Avenue & 97th Street, New York, NY 10025",Gold,2010-02-18 00:00:00,LEED-CI 2.0,59241.0,Retail, 
Citi 399 Park - 7th floor,399 Park Avenue - 7th Floor,New York,NY,10022,"399 Park Avenue - 7th Floor, New York, NY 10022",Silver,2009-09-21 00:00:00,LEED-CI 2.0,49672.0,Commercial Office,Citi
1411 Broadway,1411 Broadway,New York,NY,10018,"1411 Broadway, New York, NY 10018",,,LEED-EB 2.0,1196000.0,"Commercial Office, Retail", 
750 Third Avenue,750 Third Avenue,New York,NY,10017,"750 Third Avenue, New York, NY 10017",,,LEED-EB 2.0,779641.0,Commercial Office, 
220 East 42nd Street,220 East 42nd St,New York,NY,10017,"220 East 42nd St, New York, NY 10017",,,LEED-EB 2.0,1220272.0,Commercial Office, 
461 Fifth Avenue,461 Fifth Avenue,New York,NY,10017,"461 Fifth Avenue, New York, NY 10017",,,LEED-EB 2.0,201152.0,Commercial Office, 
47-37 Austell Place,47-37 Austell Place,New York,NY,10036,"47-37 Austell Place, New York, NY 10036",,,LEED-EB O&M,120000.0,Commercial Office, 
80 - 84 Nassau St,80 - 84 Nassau St,New York,NY,11201,"80 - 84 Nassau St, New York, NY 11201",,,LEED-EB O&M,40000.0,Commercial Office, 
56 Beaver St,56 Beaver,New York,NY,10004,"56 Beaver, New York, NY 10004",,,LEED-EB O&M,14628.0,Multi-Unit Residence, 
Skanska New York Office,Empire State Building,New York,NY,10016,"Empire State Building, New York, NY 10016",Platinum,2009-07-20 00:00:00,LEED-CI 2.0,17406.0,Commercial Office,Skanska
Rodeph Sholom School,163 West 78th Street,New York,NY,10024,"163 West 78th Street, New York, NY 10024",Certified,2015-10-16 00:00:00,LEED for Schools,7760.0,K-12 Education, 
SIFMA Association,120 Broadway,New York,NY,10271,"120 Broadway, New York, NY 10271",Certified,2010-10-12 00:00:00,LEED-CI 2.0,87000.0,Commercial Office,SIFMA - Securities Industries and Financ
Citi 111 Wall ST 18th FL Renovation,111 Wall St. 18th Floor,New York,NY,10005,"111 Wall St. 18th Floor, New York, NY 10005",Gold,2010-03-15 00:00:00,LEED-CI 2.0,35000.0,"Commercial Office, Financial & Comm.",Citi Realty Services
Humanscale New York,"11 E. 26th Street, 7th floor",New York,NY,10010,"11 E. 26th Street, 7th floor, New York, NY 10010",Silver,2011-01-14 00:00:00,LEED-CI 2.0,4257.0,Commercial Office,11 East 26th Street
Accenture NYC,1345 Avenue of the Americas,New York,NY,10105,"1345 Avenue of the Americas, New York, NY 10105",Silver,2010-03-11 00:00:00,LEED-CI 2.0,39000.0,Commercial Office, 
New York Law School,49-57 Worth Street,New York,NY,10013,"49-57 Worth Street, New York, NY 10013",,,LEED-NC 2.2,135000.0,Higher Education, 
Calvert Apartments A,164 East 122nd Street,New York,NY,10035,"164 East 122nd Street, New York, NY 10035",Silver,2016-08-15 00:00:00,LEED-HOMES MR v2010,15074.0,Multi-Unit Residence, 
Calvert Apartments,180 East 122nd Street,New York,NY,10035,"180 East 122nd Street, New York, NY 10035",,,LEED-HOMES MR v2010,3934.0,Multi-Unit Residence, 
Calvert Apartments,127 East 119th Street,New York,NY,10035,"127 East 119th Street, New York, NY 10035",,,LEED-HOMES MR v2010,2867.0,Multi-Unit Residence, 
Calvert Apartments,1642 Park Avenue,New York,NY,10035,"1642 Park Avenue, New York, NY 10035",,,LEED-HOMES MR v2010,3735.0,Multi-Unit Residence, 
William F Ryan Community Health Center,801 Amsterdam Avenue,New York,NY,10025,"801 Amsterdam Avenue, New York, NY 10025",Platinum,2011-08-12 00:00:00,LEED-CI 2.0,22277.0,Health Care,William F. Ryan Community Health Center
Lancaster Madison F,1820 Madison Avenue,New York,NY,10035,"1820 Madison Avenue, New York, NY 10035",Silver,2016-08-15 00:00:00,LEED-HOMES MR v2010,39805.0,"Multi-Unit Residence, Retail, Community Dev.", 
Calvert Lancaster D,1885 Lexington Avenue,New York,NY,10035,"1885 Lexington Avenue, New York, NY 10035",Silver,2016-08-15 00:00:00,LEED-HOMES MR v2010,38053.0,"Multi-Unit Residence, Retail", 
Alexander Park 1,600 Alexander Park,New York,NY,08540,"600 Alexander Park, New York, NY 08540",Certified,2011-04-04 00:00:00,LEED-EB O&M,141176.0,Commercial Office,MEPT-Bentall Kennedy
Nolita Green,49 E. Houston St.,New York,NY,10012,"49 E. Houston St., New York, NY 10012",,,LEED-NC 2.2,22000.0,"Multi-Unit Residence, Retail", 
ITOCHU 335 Madison,335 Madison Ave,New York,NY,10017,"335 Madison Ave, New York, NY 10017",,,LEED-CI 2.0,3030.0,Commercial Office,"ITOCHU Financial Services, Inc"
1211 Avenue of the Americas,1211 6th Avenue,New York,NY,10036,"1211 6th Avenue, New York, NY 10036",Silver,2009-06-12 00:00:00,LEED-EB O&M,1871000.0,"Commercial Office, Financial & Comm.", 
515 Madison Ave. 13th and 14th FL,515 Madison Avenue      13th and 14th Floors,New York,NY,10022,"515 Madison Avenue      13th and 14th Floors, New York, NY 10022",Certified,2010-07-15 00:00:00,LEED-CI 2.0,19790.0,Commercial Office,Newmark Knight Frank
Little Red Elisabeth Irwin School,40 Charlton Street,New York,NY,10014,"40 Charlton Street, New York, NY 10014",,,LEED for Schools,49300.0,K-12 Education, 
61 Fifth Ave.,61 Fifth Ave.,New York,NY,10003,"61 Fifth Ave., New York, NY 10003",Certified,2016-06-20 00:00:00,LEED-NC 2.2,24000.0,"Multi-Unit Residence, Retail", 
Colgate Palmolive,300 Park Avenue,New York,NY,10022,"300 Park Avenue, New York, NY 10022",,,LEED-CI 2.0,450000.0,Commercial Office, 
Ted Weiss Federal Building,290 Broadway,New York,NY,10007,"290 Broadway, New York, NY 10007",,,LEED-EB O&M,1001508.0,Commercial Office, 
William Lee Freeman Garden Apartments,139 & 141 West 126th Street,New York,NY,10027,"139 & 141 West 126th Street, New York, NY 10027",,,LEED-NC 2.2,8000.0,"Multi-Unit Residence, Health Care, Community Dev.", 
First Solar,620 Eighth Avenue,New York,NY,10018,"620 Eighth Avenue, New York, NY 10018",Silver,2009-11-20 00:00:00,LEED-CI 2.0,14581.0,Commercial Office,First Solar
425 Lexington Avenue,425 Lexington Avenue,New York,NY,10017,"425 Lexington Avenue, New York, NY 10017",,,LEED-EB 2.0,650436.0,"Commercial Office, Retail", 
FAS Workplace Realignment & Renovation,26 Federal Plaza,New York,NY,10278,"26 Federal Plaza, New York, NY 10278",Gold,2011-09-29 00:00:00,LEED-CI 2.0,32351.0,Commercial Office,GSA
Democracy Now! Studio,207 West 25th Street,New York,NY,10001,"207 West 25th Street, New York, NY 10001",Platinum,2010-05-19 00:00:00,LEED-CI 2.0,10000.0,"Commercial Office, Other", 
FULC Law School and Dormitory Project,150 West 62nd St.,New York,NY,10023,"150 West 62nd St., New York, NY 10023",Silver,2016-02-12 00:00:00,LEED-NC 2.2,478305.0,"Multi-Unit Residence, Higher Education","Facilities Dept, Fordham University"
